country,date,casesWeekly,casesDaily,movingAverage7Days
France,2020-10-25,162060,23151,23151.0
France,2020-10-26,241473,34496,24771.714285714286
France,2020-10-27,241473,34496,26392.428571428572
France,2020-10-28,241473,34496,28013.14285714286
France,2020-10-29,241473,34496,29633.85714285714
France,2020-10-30,241473,34496,31254.571428571428
France,2020-10-31,241473,34496,32875.28571428572
France,2020-11-01,241473,34496,34496.0
France,2020-11-02,275408,39344,35188.57142857143
France,2020-11-03,275408,39344,35881.142857142855
France,2020-11-04,275408,39344,36573.71428571428
France,2020-11-05,275408,39344,37266.28571428572
France,2020-11-06,275408,39344,37958.857142857145
France,2020-11-07,275408,39344,38651.42857142857
France,2020-11-08,275408,39344,39344.0
France,2020-11-09,373409,53344,41344.0
France,2020-11-10,373409,53344,43344.0
France,2020-11-11,373409,53344,45344.0
France,2020-11-12,373409,53344,47344.0
France,2020-11-13,373409,53344,49344.0
France,2020-11-14,373409,53344,51344.0
France,2020-11-15,373409,53344,53344.0
France,2020-11-16,194503,27786,49692.857142857145
France,2020-11-17,194503,27786,46041.71428571428
France,2020-11-18,194503,27786,42390.57142857143
France,2020-11-19,194503,27786,38739.42857142857
France,2020-11-20,194503,27786,35088.28571428572
France,2020-11-21,194503,27786,31437.14285714286
France,2020-11-22,194503,27786,27786.0
France,2020-11-23,158381,22625,27048.714285714286
France,2020-11-24,158381,22625,26311.428571428572
France,2020-11-25,158381,22625,25574.14285714286
France,2020-11-26,158381,22625,24836.85714285714
France,2020-11-27,158381,22625,24099.571428571428
France,2020-11-28,158381,22625,23362.285714285714
France,2020-11-29,158381,22625,22625.0
France,2020-11-30,78275,11182,20990.285714285714
France,2020-12-01,78275,11182,19355.571428571428
France,2020-12-02,78275,11182,17720.85714285714
France,2020-12-03,78275,11182,16086.142857142857
France,2020-12-04,78275,11182,14451.42857142857
France,2020-12-05,78275,11182,12816.714285714286
France,2020-12-06,78275,11182,11182.0
France,2020-12-07,74014,10573,11095.0
France,2020-12-08,74014,10573,11008.0
France,2020-12-09,74014,10573,10921.0
France,2020-12-10,74014,10573,10834.0
France,2020-12-11,74014,10573,10747.0
France,2020-12-12,74014,10573,10660.0
France,2020-12-13,74014,10573,10573.0
France,2020-12-14,84355,12050,10784.0
France,2020-12-15,84355,12050,10995.0
France,2020-12-16,84355,12050,11206.0
France,2020-12-17,84355,12050,11417.0
France,2020-12-18,84355,12050,11628.0
France,2020-12-19,84355,12050,11839.0
France,2020-12-20,84355,12050,12050.0
France,2020-12-21,96502,13786,12298.0
France,2020-12-22,96502,13786,12546.0
France,2020-12-23,96502,13786,12794.0
France,2020-12-24,96502,13786,13042.0
France,2020-12-25,96502,13786,13290.0
France,2020-12-26,96502,13786,13538.0
France,2020-12-27,96502,13786,13786.0
France,2020-12-28,89292,12756,13638.857142857143
France,2020-12-29,89292,12756,13491.714285714286
France,2020-12-30,89292,12756,13344.57142857143
France,2020-12-31,89292,12756,13197.42857142857
France,2021-01-01,89292,12756,13050.285714285714
France,2021-01-02,89292,12756,12903.142857142857
France,2021-01-03,89292,12756,12756.0
France,2021-01-04,93082,13297,12833.285714285714
France,2021-01-05,93082,13297,12910.57142857143
France,2021-01-06,93082,13297,12987.857142857143
France,2021-01-07,93082,13297,13065.142857142857
France,2021-01-08,93082,13297,13142.42857142857
France,2021-01-09,93082,13297,13219.714285714286
France,2021-01-10,93082,13297,13297.0
France,2021-01-11,127528,18218,14000.0
France,2021-01-12,127528,18218,14703.0
France,2021-01-13,127528,18218,15406.0
France,2021-01-14,127528,18218,16109.0
France,2021-01-15,127528,18218,16812.0
France,2021-01-16,127528,18218,17515.0
France,2021-01-17,127528,18218,18218.0
France,2021-01-18,127733,18247,18222.14285714286
France,2021-01-19,127733,18247,18226.285714285714
France,2021-01-20,127733,18247,18230.428571428572
France,2021-01-21,127733,18247,18234.571428571428
France,2021-01-22,127733,18247,18238.714285714286
France,2021-01-23,127733,18247,18242.85714285714
France,2021-01-24,127733,18247,18247.0
South_Sudan,2020-04-06,1,0,0.0
South_Sudan,2020-04-07,1,0,0.0
South_Sudan,2020-04-08,1,0,0.0
South_Sudan,2020-04-09,1,0,0.0
South_Sudan,2020-04-10,1,0,0.0
South_Sudan,2020-04-11,1,0,0.0
South_Sudan,2020-04-12,1,0,0.0
South_Sudan,2020-04-13,3,0,0.0
South_Sudan,2020-04-14,3,0,0.0
South_Sudan,2020-04-15,3,0,0.0
South_Sudan,2020-04-16,3,0,0.0
South_Sudan,2020-04-17,3,0,0.0
South_Sudan,2020-04-18,3,0,0.0
South_Sudan,2020-04-19,3,0,0.0
South_Sudan,2020-04-20,0,0,0.0
South_Sudan,2020-04-21,0,0,0.0
South_Sudan,2020-04-22,0,0,0.0
South_Sudan,2020-04-23,0,0,0.0
South_Sudan,2020-04-24,0,0,0.0
South_Sudan,2020-04-25,0,0,0.0
South_Sudan,2020-04-26,0,0,0.0
South_Sudan,2020-04-27,2,0,0.0
South_Sudan,2020-04-28,2,0,0.0
South_Sudan,2020-04-29,2,0,0.0
South_Sudan,2020-04-30,2,0,0.0
South_Sudan,2020-05-01,2,0,0.0
South_Sudan,2020-05-02,2,0,0.0
South_Sudan,2020-05-03,2,0,0.0
South_Sudan,2020-05-04,40,5,0.7142857142857143
South_Sudan,2020-05-05,40,5,1.4285714285714286
South_Sudan,2020-05-06,40,5,2.142857142857143
South_Sudan,2020-05-07,40,5,2.857142857142857
South_Sudan,2020-05-08,40,5,3.5714285714285716
South_Sudan,2020-05-09,40,5,4.285714285714286
South_Sudan,2020-05-10,40,5,5.0
South_Sudan,2020-05-11,110,15,6.428571428571429
South_Sudan,2020-05-12,110,15,7.857142857142857
South_Sudan,2020-05-13,110,15,9.285714285714286
South_Sudan,2020-05-14,110,15,10.714285714285714
South_Sudan,2020-05-15,110,15,12.142857142857142
South_Sudan,2020-05-16,110,15,13.571428571428571
South_Sudan,2020-05-17,110,15,15.0
South_Sudan,2020-05-18,126,18,15.428571428571429
South_Sudan,2020-05-19,126,18,15.857142857142858
South_Sudan,2020-05-20,126,18,16.285714285714285
South_Sudan,2020-05-21,126,18,16.714285714285715
South_Sudan,2020-05-22,126,18,17.142857142857142
South_Sudan,2020-05-23,126,18,17.571428571428573
South_Sudan,2020-05-24,126,18,18.0
South_Sudan,2020-05-25,281,40,21.142857142857142
South_Sudan,2020-05-26,281,40,24.285714285714285
South_Sudan,2020-05-27,281,40,27.428571428571427
South_Sudan,2020-05-28,281,40,30.571428571428573
South_Sudan,2020-05-29,281,40,33.714285714285715
South_Sudan,2020-05-30,281,40,36.857142857142854
South_Sudan,2020-05-31,281,40,40.0
South_Sudan,2020-06-01,431,61,43.0
South_Sudan,2020-06-02,431,61,46.0
South_Sudan,2020-06-03,431,61,49.0
South_Sudan,2020-06-04,431,61,52.0
South_Sudan,2020-06-05,431,61,55.0
South_Sudan,2020-06-06,431,61,58.0
South_Sudan,2020-06-07,431,61,61.0
South_Sudan,2020-06-08,323,46,58.857142857142854
South_Sudan,2020-06-09,323,46,56.714285714285715
South_Sudan,2020-06-10,323,46,54.57142857142857
South_Sudan,2020-06-11,323,46,52.42857142857143
South_Sudan,2020-06-12,323,46,50.285714285714285
South_Sudan,2020-06-13,323,46,48.142857142857146
South_Sudan,2020-06-14,323,46,46.0
South_Sudan,2020-06-15,376,53,47.0
South_Sudan,2020-06-16,376,53,48.0
South_Sudan,2020-06-17,376,53,49.0
South_Sudan,2020-06-18,376,53,50.0
South_Sudan,2020-06-19,376,53,51.0
South_Sudan,2020-06-20,376,53,52.0
South_Sudan,2020-06-21,376,53,53.0
South_Sudan,2020-06-22,189,27,49.285714285714285
South_Sudan,2020-06-23,189,27,45.57142857142857
South_Sudan,2020-06-24,189,27,41.857142857142854
South_Sudan,2020-06-25,189,27,38.142857142857146
South_Sudan,2020-06-26,189,27,34.42857142857143
South_Sudan,2020-06-27,189,27,30.714285714285715
South_Sudan,2020-06-28,189,27,27.0
South_Sudan,2020-06-29,107,15,25.285714285714285
South_Sudan,2020-06-30,107,15,23.571428571428573
South_Sudan,2020-07-01,107,15,21.857142857142858
South_Sudan,2020-07-02,107,15,20.142857142857142
South_Sudan,2020-07-03,107,15,18.428571428571427
South_Sudan,2020-07-04,107,15,16.714285714285715
South_Sudan,2020-07-05,107,15,15.0
South_Sudan,2020-07-06,47,6,13.714285714285714
South_Sudan,2020-07-07,47,6,12.428571428571429
South_Sudan,2020-07-08,47,6,11.142857142857142
South_Sudan,2020-07-09,47,6,9.857142857142858
South_Sudan,2020-07-10,47,6,8.571428571428571
South_Sudan,2020-07-11,47,6,7.285714285714286
South_Sudan,2020-07-12,47,6,6.0
South_Sudan,2020-07-13,103,14,7.142857142857143
South_Sudan,2020-07-14,103,14,8.285714285714286
South_Sudan,2020-07-15,103,14,9.428571428571429
South_Sudan,2020-07-16,103,14,10.571428571428571
South_Sudan,2020-07-17,103,14,11.714285714285714
South_Sudan,2020-07-18,103,14,12.857142857142858
South_Sudan,2020-07-19,103,14,14.0
South_Sudan,2020-07-20,61,8,13.142857142857142
South_Sudan,2020-07-21,61,8,12.285714285714286
South_Sudan,2020-07-22,61,8,11.428571428571429
South_Sudan,2020-07-23,61,8,10.571428571428571
South_Sudan,2020-07-24,61,8,9.714285714285714
South_Sudan,2020-07-25,61,8,8.857142857142858
South_Sudan,2020-07-26,61,8,8.0
South_Sudan,2020-07-27,62,8,8.0
South_Sudan,2020-07-28,62,8,8.0
South_Sudan,2020-07-29,62,8,8.0
South_Sudan,2020-07-30,62,8,8.0
South_Sudan,2020-07-31,62,8,8.0
South_Sudan,2020-08-01,62,8,8.0
South_Sudan,2020-08-02,62,8,8.0
South_Sudan,2020-08-03,167,23,10.142857142857142
South_Sudan,2020-08-04,167,23,12.285714285714286
South_Sudan,2020-08-05,167,23,14.428571428571429
South_Sudan,2020-08-06,167,23,16.571428571428573
South_Sudan,2020-08-07,167,23,18.714285714285715
South_Sudan,2020-08-08,167,23,20.857142857142858
South_Sudan,2020-08-09,167,23,23.0
South_Sudan,2020-08-10,41,5,20.428571428571427
South_Sudan,2020-08-11,41,5,17.857142857142858
South_Sudan,2020-08-12,41,5,15.285714285714286
South_Sudan,2020-08-13,41,5,12.714285714285714
South_Sudan,2020-08-14,41,5,10.142857142857142
South_Sudan,2020-08-15,41,5,7.571428571428571
South_Sudan,2020-08-16,41,5,5.0
South_Sudan,2020-08-17,19,2,4.571428571428571
South_Sudan,2020-08-18,19,2,4.142857142857143
South_Sudan,2020-08-19,19,2,3.7142857142857144
South_Sudan,2020-08-20,19,2,3.2857142857142856
South_Sudan,2020-08-21,19,2,2.857142857142857
South_Sudan,2020-08-22,19,2,2.4285714285714284
South_Sudan,2020-08-23,19,2,2.0
South_Sudan,2020-08-24,10,1,1.8571428571428572
South_Sudan,2020-08-25,10,1,1.7142857142857142
South_Sudan,2020-08-26,10,1,1.5714285714285714
South_Sudan,2020-08-27,10,1,1.4285714285714286
South_Sudan,2020-08-28,10,1,1.2857142857142858
South_Sudan,2020-08-29,10,1,1.1428571428571428
South_Sudan,2020-08-30,10,1,1.0
South_Sudan,2020-08-31,20,2,1.1428571428571428
South_Sudan,2020-09-01,20,2,1.2857142857142858
South_Sudan,2020-09-02,20,2,1.4285714285714286
South_Sudan,2020-09-03,20,2,1.5714285714285714
South_Sudan,2020-09-04,20,2,1.7142857142857142
South_Sudan,2020-09-05,20,2,1.8571428571428572
South_Sudan,2020-09-06,20,2,2.0
South_Sudan,2020-09-07,25,3,2.142857142857143
South_Sudan,2020-09-08,25,3,2.2857142857142856
South_Sudan,2020-09-09,25,3,2.4285714285714284
South_Sudan,2020-09-10,25,3,2.5714285714285716
South_Sudan,2020-09-11,25,3,2.7142857142857144
South_Sudan,2020-09-12,25,3,2.857142857142857
South_Sudan,2020-09-13,25,3,3.0
South_Sudan,2020-09-14,34,4,3.142857142857143
South_Sudan,2020-09-15,34,4,3.2857142857142856
South_Sudan,2020-09-16,34,4,3.4285714285714284
South_Sudan,2020-09-17,34,4,3.5714285714285716
South_Sudan,2020-09-18,34,4,3.7142857142857144
South_Sudan,2020-09-19,34,4,3.857142857142857
South_Sudan,2020-09-20,34,4,4.0
South_Sudan,2020-09-21,64,9,4.714285714285714
South_Sudan,2020-09-22,64,9,5.428571428571429
South_Sudan,2020-09-23,64,9,6.142857142857143
South_Sudan,2020-09-24,64,9,6.857142857142857
South_Sudan,2020-09-25,64,9,7.571428571428571
South_Sudan,2020-09-26,64,9,8.285714285714286
South_Sudan,2020-09-27,64,9,9.0
South_Sudan,2020-09-28,44,6,8.571428571428571
South_Sudan,2020-09-29,44,6,8.142857142857142
South_Sudan,2020-09-30,44,6,7.714285714285714
South_Sudan,2020-10-01,44,6,7.285714285714286
South_Sudan,2020-10-02,44,6,6.857142857142857
South_Sudan,2020-10-03,44,6,6.428571428571429
South_Sudan,2020-10-04,44,6,6.0
South_Sudan,2020-10-05,40,5,5.857142857142857
South_Sudan,2020-10-06,40,5,5.714285714285714
South_Sudan,2020-10-07,40,5,5.571428571428571
South_Sudan,2020-10-08,40,5,5.428571428571429
South_Sudan,2020-10-09,40,5,5.285714285714286
South_Sudan,2020-10-10,40,5,5.142857142857143
South_Sudan,2020-10-11,40,5,5.0
South_Sudan,2020-10-12,51,7,5.285714285714286
South_Sudan,2020-10-13,51,7,5.571428571428571
South_Sudan,2020-10-14,51,7,5.857142857142857
South_Sudan,2020-10-15,51,7,6.142857142857143
South_Sudan,2020-10-16,51,7,6.428571428571429
South_Sudan,2020-10-17,51,7,6.714285714285714
South_Sudan,2020-10-18,51,7,7.0
South_Sudan,2020-10-19,65,9,7.285714285714286
South_Sudan,2020-10-20,65,9,7.571428571428571
South_Sudan,2020-10-21,65,9,7.857142857142857
South_Sudan,2020-10-22,65,9,8.142857142857142
South_Sudan,2020-10-23,65,9,8.428571428571429
South_Sudan,2020-10-24,65,9,8.714285714285714
South_Sudan,2020-10-25,65,9,9.0
South_Sudan,2020-10-26,41,5,8.428571428571429
South_Sudan,2020-10-27,41,5,7.857142857142857
South_Sudan,2020-10-28,41,5,7.285714285714286
South_Sudan,2020-10-29,41,5,6.714285714285714
South_Sudan,2020-10-30,41,5,6.142857142857143
South_Sudan,2020-10-31,41,5,5.571428571428571
South_Sudan,2020-11-01,41,5,5.0
South_Sudan,2020-11-02,43,6,5.142857142857143
South_Sudan,2020-11-03,43,6,5.285714285714286
South_Sudan,2020-11-04,43,6,5.428571428571429
South_Sudan,2020-11-05,43,6,5.571428571428571
South_Sudan,2020-11-06,43,6,5.714285714285714
South_Sudan,2020-11-07,43,6,5.857142857142857
South_Sudan,2020-11-08,43,6,6.0
South_Sudan,2020-11-09,29,4,5.714285714285714
South_Sudan,2020-11-10,29,4,5.428571428571429
South_Sudan,2020-11-11,29,4,5.142857142857143
South_Sudan,2020-11-12,29,4,4.857142857142857
South_Sudan,2020-11-13,29,4,4.571428571428571
South_Sudan,2020-11-14,29,4,4.285714285714286
South_Sudan,2020-11-15,29,4,4.0
South_Sudan,2020-11-16,48,6,4.285714285714286
South_Sudan,2020-11-17,48,6,4.571428571428571
South_Sudan,2020-11-18,48,6,4.857142857142857
South_Sudan,2020-11-19,48,6,5.142857142857143
South_Sudan,2020-11-20,48,6,5.428571428571429
South_Sudan,2020-11-21,48,6,5.714285714285714
South_Sudan,2020-11-22,48,6,6.0
South_Sudan,2020-11-23,44,6,6.0
South_Sudan,2020-11-24,44,6,6.0
South_Sudan,2020-11-25,44,6,6.0
South_Sudan,2020-11-26,44,6,6.0
South_Sudan,2020-11-27,44,6,6.0
South_Sudan,2020-11-28,44,6,6.0
South_Sudan,2020-11-29,44,6,6.0
South_Sudan,2020-11-30,62,8,6.285714285714286
South_Sudan,2020-12-01,62,8,6.571428571428571
South_Sudan,2020-12-02,62,8,6.857142857142857
South_Sudan,2020-12-03,62,8,7.142857142857143
South_Sudan,2020-12-04,62,8,7.428571428571429
South_Sudan,2020-12-05,62,8,7.714285714285714
South_Sudan,2020-12-06,62,8,8.0
South_Sudan,2020-12-07,72,10,8.285714285714286
South_Sudan,2020-12-08,72,10,8.571428571428571
South_Sudan,2020-12-09,72,10,8.857142857142858
South_Sudan,2020-12-10,72,10,9.142857142857142
South_Sudan,2020-12-11,72,10,9.428571428571429
South_Sudan,2020-12-12,72,10,9.714285714285714
South_Sudan,2020-12-13,72,10,10.0
South_Sudan,2020-12-14,42,6,9.428571428571429
South_Sudan,2020-12-15,42,6,8.857142857142858
South_Sudan,2020-12-16,42,6,8.285714285714286
South_Sudan,2020-12-17,42,6,7.714285714285714
South_Sudan,2020-12-18,42,6,7.142857142857143
South_Sudan,2020-12-19,42,6,6.571428571428571
South_Sudan,2020-12-20,42,6,6.0
South_Sudan,2020-12-21,5,0,5.142857142857143
South_Sudan,2020-12-22,5,0,4.285714285714286
South_Sudan,2020-12-23,5,0,3.4285714285714284
South_Sudan,2020-12-24,5,0,2.5714285714285716
South_Sudan,2020-12-25,5,0,1.7142857142857142
South_Sudan,2020-12-26,5,0,0.8571428571428571
South_Sudan,2020-12-27,5,0,0.0
South_Sudan,2020-12-28,263,37,5.285714285714286
South_Sudan,2020-12-29,263,37,10.571428571428571
South_Sudan,2020-12-30,263,37,15.857142857142858
South_Sudan,2020-12-31,263,37,21.142857142857142
South_Sudan,2021-01-01,263,37,26.428571428571427
South_Sudan,2021-01-02,263,37,31.714285714285715
South_Sudan,2021-01-03,263,37,37.0
South_Sudan,2021-01-04,98,14,33.714285714285715
South_Sudan,2021-01-05,98,14,30.428571428571427
South_Sudan,2021-01-06,98,14,27.142857142857142
South_Sudan,2021-01-07,98,14,23.857142857142858
South_Sudan,2021-01-08,98,14,20.571428571428573
South_Sudan,2021-01-09,98,14,17.285714285714285
South_Sudan,2021-01-10,98,14,14.0
South_Sudan,2021-01-11,73,10,13.428571428571429
South_Sudan,2021-01-12,73,10,12.857142857142858
South_Sudan,2021-01-13,73,10,12.285714285714286
South_Sudan,2021-01-14,73,10,11.714285714285714
South_Sudan,2021-01-15,73,10,11.142857142857142
South_Sudan,2021-01-16,73,10,10.571428571428571
South_Sudan,2021-01-17,73,10,10.0
South_Sudan,2021-01-18,8,1,8.714285714285714
South_Sudan,2021-01-19,8,1,7.428571428571429
South_Sudan,2021-01-20,8,1,6.142857142857143
South_Sudan,2021-01-21,8,1,4.857142857142857
South_Sudan,2021-01-22,8,1,3.5714285714285716
South_Sudan,2021-01-23,8,1,2.2857142857142856
South_Sudan,2021-01-24,8,1,1.0
Greece,2020-01-06,0,0,0.0
Greece,2020-01-07,0,0,0.0
Greece,2020-01-08,0,0,0.0
Greece,2020-01-09,0,0,0.0
Greece,2020-01-10,0,0,0.0
Greece,2020-01-11,0,0,0.0
Greece,2020-01-12,0,0,0.0
Greece,2020-01-13,0,0,0.0
Greece,2020-01-14,0,0,0.0
Greece,2020-01-15,0,0,0.0
Greece,2020-01-16,0,0,0.0
Greece,2020-01-17,0,0,0.0
Greece,2020-01-18,0,0,0.0
Greece,2020-01-19,0,0,0.0
Greece,2020-01-20,0,0,0.0
Greece,2020-01-21,0,0,0.0
Greece,2020-01-22,0,0,0.0
Greece,2020-01-23,0,0,0.0
Greece,2020-01-24,0,0,0.0
Greece,2020-01-25,0,0,0.0
Greece,2020-01-26,0,0,0.0
Greece,2020-01-27,0,0,0.0
Greece,2020-01-28,0,0,0.0
Greece,2020-01-29,0,0,0.0
Greece,2020-01-30,0,0,0.0
Greece,2020-01-31,0,0,0.0
Greece,2020-02-01,0,0,0.0
Greece,2020-02-02,0,0,0.0
Greece,2020-02-03,0,0,0.0
Greece,2020-02-04,0,0,0.0
Greece,2020-02-05,0,0,0.0
Greece,2020-02-06,0,0,0.0
Greece,2020-02-07,0,0,0.0
Greece,2020-02-08,0,0,0.0
Greece,2020-02-09,0,0,0.0
Greece,2020-02-10,0,0,0.0
Greece,2020-02-11,0,0,0.0
Greece,2020-02-12,0,0,0.0
Greece,2020-02-13,0,0,0.0
Greece,2020-02-14,0,0,0.0
Greece,2020-02-15,0,0,0.0
Greece,2020-02-16,0,0,0.0
Greece,2020-02-17,0,0,0.0
Greece,2020-02-18,0,0,0.0
Greece,2020-02-19,0,0,0.0
Greece,2020-02-20,0,0,0.0
Greece,2020-02-21,0,0,0.0
Greece,2020-02-22,0,0,0.0
Greece,2020-02-23,0,0,0.0
Greece,2020-02-24,0,0,0.0
Greece,2020-02-25,0,0,0.0
Greece,2020-02-26,0,0,0.0
Greece,2020-02-27,0,0,0.0
Greece,2020-02-28,0,0,0.0
Greece,2020-02-29,0,0,0.0
Greece,2020-03-01,0,0,0.0
Greece,2020-03-02,7,1,0.14285714285714285
Greece,2020-03-03,7,1,0.2857142857142857
Greece,2020-03-04,7,1,0.42857142857142855
Greece,2020-03-05,7,1,0.5714285714285714
Greece,2020-03-06,7,1,0.7142857142857143
Greece,2020-03-07,7,1,0.8571428571428571
Greece,2020-03-08,7,1,1.0
Greece,2020-03-09,66,9,2.142857142857143
Greece,2020-03-10,66,9,3.2857142857142856
Greece,2020-03-11,66,9,4.428571428571429
Greece,2020-03-12,66,9,5.571428571428571
Greece,2020-03-13,66,9,6.714285714285714
Greece,2020-03-14,66,9,7.857142857142857
Greece,2020-03-15,66,9,9.0
Greece,2020-03-16,258,36,12.857142857142858
Greece,2020-03-17,258,36,16.714285714285715
Greece,2020-03-18,258,36,20.571428571428573
Greece,2020-03-19,258,36,24.428571428571427
Greece,2020-03-20,258,36,28.285714285714285
Greece,2020-03-21,258,36,32.142857142857146
Greece,2020-03-22,258,36,36.0
Greece,2020-03-23,293,41,36.714285714285715
Greece,2020-03-24,293,41,37.42857142857143
Greece,2020-03-25,293,41,38.142857142857146
Greece,2020-03-26,293,41,38.857142857142854
Greece,2020-03-27,293,41,39.57142857142857
Greece,2020-03-28,293,41,40.285714285714285
Greece,2020-03-29,293,41,41.0
Greece,2020-03-30,532,76,46.0
Greece,2020-03-31,532,76,51.0
Greece,2020-04-01,532,76,56.0
Greece,2020-04-02,532,76,61.0
Greece,2020-04-03,532,76,66.0
Greece,2020-04-04,532,76,71.0
Greece,2020-04-05,532,76,76.0
Greece,2020-04-06,579,82,76.85714285714286
Greece,2020-04-07,579,82,77.71428571428571
Greece,2020-04-08,579,82,78.57142857142857
Greece,2020-04-09,579,82,79.42857142857143
Greece,2020-04-10,579,82,80.28571428571429
Greece,2020-04-11,579,82,81.14285714285714
Greece,2020-04-12,579,82,82.0
Greece,2020-04-13,379,54,78.0
Greece,2020-04-14,379,54,74.0
Greece,2020-04-15,379,54,70.0
Greece,2020-04-16,379,54,66.0
Greece,2020-04-17,379,54,62.0
Greece,2020-04-18,379,54,58.0
Greece,2020-04-19,379,54,54.0
Greece,2020-04-20,121,17,48.714285714285715
Greece,2020-04-21,121,17,43.42857142857143
Greece,2020-04-22,121,17,38.142857142857146
Greece,2020-04-23,121,17,32.857142857142854
Greece,2020-04-24,121,17,27.571428571428573
Greece,2020-04-25,121,17,22.285714285714285
Greece,2020-04-26,121,17,17.0
Greece,2020-04-27,271,38,20.0
Greece,2020-04-28,271,38,23.0
Greece,2020-04-29,271,38,26.0
Greece,2020-04-30,271,38,29.0
Greece,2020-05-01,271,38,32.0
Greece,2020-05-02,271,38,35.0
Greece,2020-05-03,271,38,38.0
Greece,2020-05-04,120,17,35.0
Greece,2020-05-05,120,17,32.0
Greece,2020-05-06,120,17,29.0
Greece,2020-05-07,120,17,26.0
Greece,2020-05-08,120,17,23.0
Greece,2020-05-09,120,17,20.0
Greece,2020-05-10,120,17,17.0
Greece,2020-05-11,90,12,16.285714285714285
Greece,2020-05-12,90,12,15.571428571428571
Greece,2020-05-13,90,12,14.857142857142858
Greece,2020-05-14,90,12,14.142857142857142
Greece,2020-05-15,90,12,13.428571428571429
Greece,2020-05-16,90,12,12.714285714285714
Greece,2020-05-17,90,12,12.0
Greece,2020-05-18,118,16,12.571428571428571
Greece,2020-05-19,118,16,13.142857142857142
Greece,2020-05-20,118,16,13.714285714285714
Greece,2020-05-21,118,16,14.285714285714286
Greece,2020-05-22,118,16,14.857142857142858
Greece,2020-05-23,118,16,15.428571428571429
Greece,2020-05-24,118,16,16.0
Greece,2020-05-25,44,6,14.571428571428571
Greece,2020-05-26,44,6,13.142857142857142
Greece,2020-05-27,44,6,11.714285714285714
Greece,2020-05-28,44,6,10.285714285714286
Greece,2020-05-29,44,6,8.857142857142858
Greece,2020-05-30,44,6,7.428571428571429
Greece,2020-05-31,44,6,6.0
Greece,2020-06-01,39,5,5.857142857142857
Greece,2020-06-02,39,5,5.714285714285714
Greece,2020-06-03,39,5,5.571428571428571
Greece,2020-06-04,39,5,5.428571428571429
Greece,2020-06-05,39,5,5.285714285714286
Greece,2020-06-06,39,5,5.142857142857143
Greece,2020-06-07,39,5,5.0
Greece,2020-06-08,80,11,5.857142857142857
Greece,2020-06-09,80,11,6.714285714285714
Greece,2020-06-10,80,11,7.571428571428571
Greece,2020-06-11,80,11,8.428571428571429
Greece,2020-06-12,80,11,9.285714285714286
Greece,2020-06-13,80,11,10.142857142857142
Greece,2020-06-14,80,11,11.0
Greece,2020-06-15,124,17,11.857142857142858
Greece,2020-06-16,124,17,12.714285714285714
Greece,2020-06-17,124,17,13.571428571428571
Greece,2020-06-18,124,17,14.428571428571429
Greece,2020-06-19,124,17,15.285714285714286
Greece,2020-06-20,124,17,16.142857142857142
Greece,2020-06-21,124,17,17.0
Greece,2020-06-22,145,20,17.428571428571427
Greece,2020-06-23,145,20,17.857142857142858
Greece,2020-06-24,145,20,18.285714285714285
Greece,2020-06-25,145,20,18.714285714285715
Greece,2020-06-26,145,20,19.142857142857142
Greece,2020-06-27,145,20,19.571428571428573
Greece,2020-06-28,145,20,20.0
Greece,2020-06-29,110,15,19.285714285714285
Greece,2020-06-30,110,15,18.571428571428573
Greece,2020-07-01,110,15,17.857142857142858
Greece,2020-07-02,110,15,17.142857142857142
Greece,2020-07-03,110,15,16.428571428571427
Greece,2020-07-04,110,15,15.714285714285714
Greece,2020-07-05,110,15,15.0
Greece,2020-07-06,143,20,15.714285714285714
Greece,2020-07-07,143,20,16.428571428571427
Greece,2020-07-08,143,20,17.142857142857142
Greece,2020-07-09,143,20,17.857142857142858
Greece,2020-07-10,143,20,18.571428571428573
Greece,2020-07-11,143,20,19.285714285714285
Greece,2020-07-12,143,20,20.0
Greece,2020-07-13,284,40,22.857142857142858
Greece,2020-07-14,284,40,25.714285714285715
Greece,2020-07-15,284,40,28.571428571428573
Greece,2020-07-16,284,40,31.428571428571427
Greece,2020-07-17,284,40,34.285714285714285
Greece,2020-07-18,284,40,37.142857142857146
Greece,2020-07-19,284,40,40.0
Greece,2020-07-20,204,29,38.42857142857143
Greece,2020-07-21,204,29,36.857142857142854
Greece,2020-07-22,204,29,35.285714285714285
Greece,2020-07-23,204,29,33.714285714285715
Greece,2020-07-24,204,29,32.142857142857146
Greece,2020-07-25,204,29,30.571428571428573
Greece,2020-07-26,204,29,29.0
Greece,2020-07-27,186,26,28.571428571428573
Greece,2020-07-28,186,26,28.142857142857142
Greece,2020-07-29,186,26,27.714285714285715
Greece,2020-07-30,186,26,27.285714285714285
Greece,2020-07-31,186,26,26.857142857142858
Greece,2020-08-01,186,26,26.428571428571427
Greece,2020-08-02,186,26,26.0
Greece,2020-08-03,469,67,31.857142857142858
Greece,2020-08-04,469,67,37.714285714285715
Greece,2020-08-05,469,67,43.57142857142857
Greece,2020-08-06,469,67,49.42857142857143
Greece,2020-08-07,469,67,55.285714285714285
Greece,2020-08-08,469,67,61.142857142857146
Greece,2020-08-09,469,67,67.0
Greece,2020-08-10,961,137,77.0
Greece,2020-08-11,961,137,87.0
Greece,2020-08-12,961,137,97.0
Greece,2020-08-13,961,137,107.0
