country,date,casesWeekly,casesDaily,movingAverage7Days,percentageIncreaseOfMA7Days,rank
France,2020-02-14,5,0,0.0,0.0,6
Greece,2020-02-14,0,0,0.0,0.0,6
Algeria,2020-02-14,0,0,0.0,0.0,6
Belgium,2020-02-14,0,0,0.0,0.0,6
Ecuador,2020-02-14,0,0,0.0,0.0,6
Qatar,2020-02-14,0,0,0.0,0.0,6
Finland,2020-02-14,0,0,0.0,0.0,6
India,2020-02-14,1,0,0.0,0.0,6
Belarus,2020-02-14,0,0,0.0,0.0,6
Kuwait,2020-02-14,0,0,0.0,0.0,6
New_Zealand,2020-02-14,0,0,0.0,0.0,6
Croatia,2020-02-14,0,0,0.0,0.0,6
Nigeria,2020-02-14,0,0,0.0,0.0,6
Italy,2020-02-14,0,0,0.0,0.0,6
Sri_Lanka,2020-02-14,0,0,0.0,0.0,6
Lithuania,2020-02-14,0,0,0.0,0.0,6
Norway,2020-02-14,0,0,0.0,0.0,6
Spain,2020-02-14,1,0,0.0,0.0,6
Czechia,2020-02-14,0,0,0.0,0.0,6
South_Korea,2020-02-14,12,1,1.0,0.0,6
Denmark,2020-02-14,0,0,0.0,0.0,6
Iran,2020-02-14,0,0,0.0,0.0,6
Ireland,2020-02-14,0,0,0.0,0.0,6
Thailand,2020-02-14,13,1,1.0,0.0,6
Monaco,2020-02-14,0,0,0.0,0.0,6
United_States_of_America,2020-02-14,1,0,0.0,0.0,6
Iceland,2020-02-14,0,0,0.0,0.0,6
Israel,2020-02-14,0,0,0.0,0.0,6
Oman,2020-02-14,0,0,0.0,0.0,6
Mexico,2020-02-14,0,0,0.0,0.0,6
Estonia,2020-02-14,0,0,0.0,0.0,6
Georgia,2020-02-14,0,0,0.0,0.0,6
Indonesia,2020-02-14,0,0,0.0,0.0,6
Azerbaijan,2020-02-14,0,0,0.0,0.0,6
United_Arab_Emirates,2020-02-14,2,0,0.0,0.0,6
Armenia,2020-02-14,0,0,0.0,0.0,6
Switzerland,2020-02-14,0,0,0.0,0.0,6
United_Kingdom,2020-02-14,6,0,0.0,0.0,6
Canada,2020-02-14,3,0,0.0,0.0,6
Brazil,2020-02-14,0,0,0.0,0.0,6
Lebanon,2020-02-14,0,0,0.0,0.0,6
North_Macedonia,2020-02-14,0,0,0.0,0.0,6
Luxembourg,2020-02-14,0,0,0.0,0.0,6
Romania,2020-02-14,0,0,0.0,0.0,6
Austria,2020-02-14,0,0,0.0,0.0,6
Dominican_Republic,2020-02-14,0,0,0.0,0.0,6
Nepal,2020-02-14,0,0,0.0,0.0,6
Egypt,2020-02-14,0,0,0.0,0.0,6
Bahrain,2020-02-14,0,0,0.0,0.0,6
Pakistan,2020-02-14,0,0,0.0,0.0,6
Vietnam,2020-02-14,6,0,0.0,0.0,6
Netherlands,2020-02-14,0,0,0.0,0.0,6
Cases_on_an_international_conveyance_Japan,2020-02-15,70,10,8.571428571428571,19.999999999999996,1
Malaysia,2020-02-15,10,1,0.8571428571428571,19.999999999999996,1
Taiwan,2020-02-15,8,1,0.8571428571428571,19.999999999999996,1
China,2020-02-15,22995,3285,3110.285714285714,5.951627816438765,4
Singapore,2020-02-15,25,3,2.857142857142857,5.263157894736836,5
Russia,2020-02-15,0,0,0.0,0.0,6
Sweden,2020-02-15,1,0,0.0,0.0,6
Philippines,2020-02-15,1,0,0.0,0.0,6
Iraq,2020-02-15,0,0,0.0,0.0,6
Afghanistan,2020-02-15,0,0,0.0,0.0,6
Cambodia,2020-02-15,0,0,0.0,0.0,6
San_Marino,2020-02-15,0,0,0.0,0.0,6
France,2020-02-15,5,0,0.0,0.0,6
Greece,2020-02-15,0,0,0.0,0.0,6
Algeria,2020-02-15,0,0,0.0,0.0,6
Belgium,2020-02-15,0,0,0.0,0.0,6
Ecuador,2020-02-15,0,0,0.0,0.0,6
Qatar,2020-02-15,0,0,0.0,0.0,6
Finland,2020-02-15,0,0,0.0,0.0,6
India,2020-02-15,1,0,0.0,0.0,6
Belarus,2020-02-15,0,0,0.0,0.0,6
Kuwait,2020-02-15,0,0,0.0,0.0,6
New_Zealand,2020-02-15,0,0,0.0,0.0,6
Croatia,2020-02-15,0,0,0.0,0.0,6
Nigeria,2020-02-15,0,0,0.0,0.0,6
Italy,2020-02-15,0,0,0.0,0.0,6
Sri_Lanka,2020-02-15,0,0,0.0,0.0,6
Lithuania,2020-02-15,0,0,0.0,0.0,6
Norway,2020-02-15,0,0,0.0,0.0,6
Spain,2020-02-15,1,0,0.0,0.0,6
Czechia,2020-02-15,0,0,0.0,0.0,6
South_Korea,2020-02-15,12,1,1.0,0.0,6
Denmark,2020-02-15,0,0,0.0,0.0,6
Iran,2020-02-15,0,0,0.0,0.0,6
Ireland,2020-02-15,0,0,0.0,0.0,6
Thailand,2020-02-15,13,1,1.0,0.0,6
Monaco,2020-02-15,0,0,0.0,0.0,6
United_States_of_America,2020-02-15,1,0,0.0,0.0,6
Iceland,2020-02-15,0,0,0.0,0.0,6
Israel,2020-02-15,0,0,0.0,0.0,6
Oman,2020-02-15,0,0,0.0,0.0,6
Mexico,2020-02-15,0,0,0.0,0.0,6
Estonia,2020-02-15,0,0,0.0,0.0,6
Georgia,2020-02-15,0,0,0.0,0.0,6
Indonesia,2020-02-15,0,0,0.0,0.0,6
Azerbaijan,2020-02-15,0,0,0.0,0.0,6
United_Arab_Emirates,2020-02-15,2,0,0.0,0.0,6
Armenia,2020-02-15,0,0,0.0,0.0,6
Switzerland,2020-02-15,0,0,0.0,0.0,6
United_Kingdom,2020-02-15,6,0,0.0,0.0,6
Canada,2020-02-15,3,0,0.0,0.0,6
Brazil,2020-02-15,0,0,0.0,0.0,6
Lebanon,2020-02-15,0,0,0.0,0.0,6
North_Macedonia,2020-02-15,0,0,0.0,0.0,6
Luxembourg,2020-02-15,0,0,0.0,0.0,6
Romania,2020-02-15,0,0,0.0,0.0,6
Austria,2020-02-15,0,0,0.0,0.0,6
Dominican_Republic,2020-02-15,0,0,0.0,0.0,6
Nepal,2020-02-15,0,0,0.0,0.0,6
Egypt,2020-02-15,0,0,0.0,0.0,6
Bahrain,2020-02-15,0,0,0.0,0.0,6
Pakistan,2020-02-15,0,0,0.0,0.0,6
Vietnam,2020-02-15,6,0,0.0,0.0,6
Netherlands,2020-02-15,0,0,0.0,0.0,6
Cases_on_an_international_conveyance_Japan,2020-02-16,70,10,10.0,16.666666666666675,1
Malaysia,2020-02-16,10,1,1.0,16.666666666666675,1
Taiwan,2020-02-16,8,1,1.0,16.666666666666675,1
China,2020-02-16,22995,3285,3285.0,5.617306632371855,4
Singapore,2020-02-16,25,3,3.0,5.000000000000004,5
Russia,2020-02-16,0,0,0.0,0.0,6
Sweden,2020-02-16,1,0,0.0,0.0,6
Philippines,2020-02-16,1,0,0.0,0.0,6
Iraq,2020-02-16,0,0,0.0,0.0,6
Afghanistan,2020-02-16,0,0,0.0,0.0,6
Cambodia,2020-02-16,0,0,0.0,0.0,6
San_Marino,2020-02-16,0,0,0.0,0.0,6
France,2020-02-16,5,0,0.0,0.0,6
Greece,2020-02-16,0,0,0.0,0.0,6
Algeria,2020-02-16,0,0,0.0,0.0,6
Belgium,2020-02-16,0,0,0.0,0.0,6
Ecuador,2020-02-16,0,0,0.0,0.0,6
Qatar,2020-02-16,0,0,0.0,0.0,6
Finland,2020-02-16,0,0,0.0,0.0,6
India,2020-02-16,1,0,0.0,0.0,6
Belarus,2020-02-16,0,0,0.0,0.0,6
Kuwait,2020-02-16,0,0,0.0,0.0,6
New_Zealand,2020-02-16,0,0,0.0,0.0,6
Croatia,2020-02-16,0,0,0.0,0.0,6
Nigeria,2020-02-16,0,0,0.0,0.0,6
Italy,2020-02-16,0,0,0.0,0.0,6
Sri_Lanka,2020-02-16,0,0,0.0,0.0,6
Lithuania,2020-02-16,0,0,0.0,0.0,6
Norway,2020-02-16,0,0,0.0,0.0,6
Spain,2020-02-16,1,0,0.0,0.0,6
Czechia,2020-02-16,0,0,0.0,0.0,6
South_Korea,2020-02-16,12,1,1.0,0.0,6
Denmark,2020-02-16,0,0,0.0,0.0,6
Iran,2020-02-16,0,0,0.0,0.0,6
Ireland,2020-02-16,0,0,0.0,0.0,6
Thailand,2020-02-16,13,1,1.0,0.0,6
Monaco,2020-02-16,0,0,0.0,0.0,6
United_States_of_America,2020-02-16,1,0,0.0,0.0,6
Iceland,2020-02-16,0,0,0.0,0.0,6
Israel,2020-02-16,0,0,0.0,0.0,6
Oman,2020-02-16,0,0,0.0,0.0,6
Mexico,2020-02-16,0,0,0.0,0.0,6
Estonia,2020-02-16,0,0,0.0,0.0,6
Georgia,2020-02-16,0,0,0.0,0.0,6
Indonesia,2020-02-16,0,0,0.0,0.0,6
Azerbaijan,2020-02-16,0,0,0.0,0.0,6
United_Arab_Emirates,2020-02-16,2,0,0.0,0.0,6
Armenia,2020-02-16,0,0,0.0,0.0,6
Switzerland,2020-02-16,0,0,0.0,0.0,6
United_Kingdom,2020-02-16,6,0,0.0,0.0,6
Canada,2020-02-16,3,0,0.0,0.0,6
Brazil,2020-02-16,0,0,0.0,0.0,6
Lebanon,2020-02-16,0,0,0.0,0.0,6
North_Macedonia,2020-02-16,0,0,0.0,0.0,6
Luxembourg,2020-02-16,0,0,0.0,0.0,6
Romania,2020-02-16,0,0,0.0,0.0,6
Austria,2020-02-16,0,0,0.0,0.0,6
Dominican_Republic,2020-02-16,0,0,0.0,0.0,6
Nepal,2020-02-16,0,0,0.0,0.0,6
Egypt,2020-02-16,0,0,0.0,0.0,6
Bahrain,2020-02-16,0,0,0.0,0.0,6
Pakistan,2020-02-16,0,0,0.0,0.0,6
Vietnam,2020-02-16,6,0,0.0,0.0,6
Netherlands,2020-02-16,0,0,0.0,0.0,6
Cases_on_an_international_conveyance_Japan,2020-02-17,285,40,14.285714285714286,42.85714285714286,1
Singapore,2020-02-17,32,4,3.142857142857143,4.761904761904767,2
China,2020-02-17,30412,4344,3436.285714285714,4.605348988910629,3
Russia,2020-02-17,0,0,0.0,0.0,4
Sweden,2020-02-17,0,0,0.0,0.0,4
Philippines,2020-02-17,0,0,0.0,0.0,4
Iraq,2020-02-17,0,0,0.0,0.0,4
Germany,2020-02-17,2,0,0.0,0.0,4
Afghanistan,2020-02-17,0,0,0.0,0.0,4
Cambodia,2020-02-17,0,0,0.0,0.0,4
San_Marino,2020-02-17,0,0,0.0,0.0,4
France,2020-02-17,1,0,0.0,0.0,4
Greece,2020-02-17,0,0,0.0,0.0,4
Algeria,2020-02-17,0,0,0.0,0.0,4
Belgium,2020-02-17,0,0,0.0,0.0,4
Ecuador,2020-02-17,0,0,0.0,0.0,4
Qatar,2020-02-17,0,0,0.0,0.0,4
Finland,2020-02-17,0,0,0.0,0.0,4
India,2020-02-17,0,0,0.0,0.0,4
Belarus,2020-02-17,0,0,0.0,0.0,4
Kuwait,2020-02-17,0,0,0.0,0.0,4
New_Zealand,2020-02-17,0,0,0.0,0.0,4
Croatia,2020-02-17,0,0,0.0,0.0,4
Nigeria,2020-02-17,0,0,0.0,0.0,4
Italy,2020-02-17,0,0,0.0,0.0,4
Sri_Lanka,2020-02-17,0,0,0.0,0.0,4
Lithuania,2020-02-17,0,0,0.0,0.0,4
Norway,2020-02-17,0,0,0.0,0.0,4
Spain,2020-02-17,0,0,0.0,0.0,4
Czechia,2020-02-17,0,0,0.0,0.0,4
Denmark,2020-02-17,0,0,0.0,0.0,4
Iran,2020-02-17,0,0,0.0,0.0,4
Ireland,2020-02-17,0,0,0.0,0.0,4
Monaco,2020-02-17,0,0,0.0,0.0,4
United_States_of_America,2020-02-17,3,0,0.0,0.0,4
Iceland,2020-02-17,0,0,0.0,0.0,4
Israel,2020-02-17,0,0,0.0,0.0,4
Oman,2020-02-17,0,0,0.0,0.0,4
Mexico,2020-02-17,1,0,0.0,0.0,4
Estonia,2020-02-17,0,0,0.0,0.0,4
Georgia,2020-02-17,0,0,0.0,0.0,4
Indonesia,2020-02-17,0,0,0.0,0.0,4
Azerbaijan,2020-02-17,0,0,0.0,0.0,4
United_Arab_Emirates,2020-02-17,2,0,0.0,0.0,4
Armenia,2020-02-17,0,0,0.0,0.0,4
Switzerland,2020-02-17,0,0,0.0,0.0,4
United_Kingdom,2020-02-17,2,0,0.0,0.0,4
Canada,2020-02-17,1,0,0.0,0.0,4
Brazil,2020-02-17,0,0,0.0,0.0,4
Lebanon,2020-02-17,0,0,0.0,0.0,4
Japan,2020-02-17,34,4,0.5714285714285714,0.0,4
North_Macedonia,2020-02-17,0,0,0.0,0.0,4
Luxembourg,2020-02-17,0,0,0.0,0.0,4
Australia,2020-02-17,1,0,0.0,0.0,4
Romania,2020-02-17,0,0,0.0,0.0,4
Austria,2020-02-17,0,0,0.0,0.0,4
Dominican_Republic,2020-02-17,0,0,0.0,0.0,4
Nepal,2020-02-17,0,0,0.0,0.0,4
Egypt,2020-02-17,1,0,0.0,0.0,4
Bahrain,2020-02-17,0,0,0.0,0.0,4
Pakistan,2020-02-17,0,0,0.0,0.0,4
Vietnam,2020-02-17,2,0,0.0,0.0,4
Netherlands,2020-02-17,0,0,0.0,0.0,4
Japan,2020-02-18,34,4,1.1428571428571428,100.0,1
Cases_on_an_international_conveyance_Japan,2020-02-18,285,40,18.571428571428573,30.000000000000004,2
Singapore,2020-02-18,32,4,3.2857142857142856,4.545454545454541,3
China,2020-02-18,30412,4344,3587.5714285714284,4.402594163132956,4
Russia,2020-02-18,0,0,0.0,0.0,5
Sweden,2020-02-18,0,0,0.0,0.0,5
Philippines,2020-02-18,0,0,0.0,0.0,5
Iraq,2020-02-18,0,0,0.0,0.0,5
Germany,2020-02-18,2,0,0.0,0.0,5
Afghanistan,2020-02-18,0,0,0.0,0.0,5
Cambodia,2020-02-18,0,0,0.0,0.0,5
San_Marino,2020-02-18,0,0,0.0,0.0,5
France,2020-02-18,1,0,0.0,0.0,5
Greece,2020-02-18,0,0,0.0,0.0,5
Algeria,2020-02-18,0,0,0.0,0.0,5
Belgium,2020-02-18,0,0,0.0,0.0,5
Ecuador,2020-02-18,0,0,0.0,0.0,5
Qatar,2020-02-18,0,0,0.0,0.0,5
Finland,2020-02-18,0,0,0.0,0.0,5
India,2020-02-18,0,0,0.0,0.0,5
Belarus,2020-02-18,0,0,0.0,0.0,5
Kuwait,2020-02-18,0,0,0.0,0.0,5
New_Zealand,2020-02-18,0,0,0.0,0.0,5
Croatia,2020-02-18,0,0,0.0,0.0,5
Nigeria,2020-02-18,0,0,0.0,0.0,5
Italy,2020-02-18,0,0,0.0,0.0,5
Sri_Lanka,2020-02-18,0,0,0.0,0.0,5
Lithuania,2020-02-18,0,0,0.0,0.0,5
Norway,2020-02-18,0,0,0.0,0.0,5
Spain,2020-02-18,0,0,0.0,0.0,5
Czechia,2020-02-18,0,0,0.0,0.0,5
Denmark,2020-02-18,0,0,0.0,0.0,5
Iran,2020-02-18,0,0,0.0,0.0,5
Ireland,2020-02-18,0,0,0.0,0.0,5
Monaco,2020-02-18,0,0,0.0,0.0,5
United_States_of_America,2020-02-18,3,0,0.0,0.0,5
Iceland,2020-02-18,0,0,0.0,0.0,5
Israel,2020-02-18,0,0,0.0,0.0,5
Oman,2020-02-18,0,0,0.0,0.0,5
Mexico,2020-02-18,1,0,0.0,0.0,5
Estonia,2020-02-18,0,0,0.0,0.0,5
Georgia,2020-02-18,0,0,0.0,0.0,5
Indonesia,2020-02-18,0,0,0.0,0.0,5
Azerbaijan,2020-02-18,0,0,0.0,0.0,5
United_Arab_Emirates,2020-02-18,2,0,0.0,0.0,5
Armenia,2020-02-18,0,0,0.0,0.0,5
Switzerland,2020-02-18,0,0,0.0,0.0,5
United_Kingdom,2020-02-18,2,0,0.0,0.0,5
Canada,2020-02-18,1,0,0.0,0.0,5
Brazil,2020-02-18,0,0,0.0,0.0,5
Lebanon,2020-02-18,0,0,0.0,0.0,5
North_Macedonia,2020-02-18,0,0,0.0,0.0,5
Luxembourg,2020-02-18,0,0,0.0,0.0,5
Australia,2020-02-18,1,0,0.0,0.0,5
Romania,2020-02-18,0,0,0.0,0.0,5
Austria,2020-02-18,0,0,0.0,0.0,5
Dominican_Republic,2020-02-18,0,0,0.0,0.0,5
Nepal,2020-02-18,0,0,0.0,0.0,5
Egypt,2020-02-18,1,0,0.0,0.0,5
Bahrain,2020-02-18,0,0,0.0,0.0,5
Pakistan,2020-02-18,0,0,0.0,0.0,5
Vietnam,2020-02-18,2,0,0.0,0.0,5
Netherlands,2020-02-18,0,0,0.0,0.0,5
Japan,2020-02-19,34,4,1.7142857142857142,50.0,1
Cases_on_an_international_conveyance_Japan,2020-02-19,285,40,22.857142857142858,23.076923076923062,2
Singapore,2020-02-19,32,4,3.4285714285714284,4.347826086956519,3
China,2020-02-19,30412,4344,3738.8571428571427,4.2169394337594035,4
Russia,2020-02-19,0,0,0.0,0.0,5
Sweden,2020-02-19,0,0,0.0,0.0,5
Philippines,2020-02-19,0,0,0.0,0.0,5
Iraq,2020-02-19,0,0,0.0,0.0,5
Germany,2020-02-19,2,0,0.0,0.0,5
Afghanistan,2020-02-19,0,0,0.0,0.0,5
Cambodia,2020-02-19,0,0,0.0,0.0,5
San_Marino,2020-02-19,0,0,0.0,0.0,5
France,2020-02-19,1,0,0.0,0.0,5
Greece,2020-02-19,0,0,0.0,0.0,5
Algeria,2020-02-19,0,0,0.0,0.0,5
Belgium,2020-02-19,0,0,0.0,0.0,5
Ecuador,2020-02-19,0,0,0.0,0.0,5
Qatar,2020-02-19,0,0,0.0,0.0,5
Finland,2020-02-19,0,0,0.0,0.0,5
India,2020-02-19,0,0,0.0,0.0,5
Belarus,2020-02-19,0,0,0.0,0.0,5
Kuwait,2020-02-19,0,0,0.0,0.0,5
New_Zealand,2020-02-19,0,0,0.0,0.0,5
Croatia,2020-02-19,0,0,0.0,0.0,5
Nigeria,2020-02-19,0,0,0.0,0.0,5
Italy,2020-02-19,0,0,0.0,0.0,5
Sri_Lanka,2020-02-19,0,0,0.0,0.0,5
Lithuania,2020-02-19,0,0,0.0,0.0,5
Norway,2020-02-19,0,0,0.0,0.0,5
Spain,2020-02-19,0,0,0.0,0.0,5
Czechia,2020-02-19,0,0,0.0,0.0,5
Denmark,2020-02-19,0,0,0.0,0.0,5
Iran,2020-02-19,0,0,0.0,0.0,5
Ireland,2020-02-19,0,0,0.0,0.0,5
Monaco,2020-02-19,0,0,0.0,0.0,5
United_States_of_America,2020-02-19,3,0,0.0,0.0,5
Iceland,2020-02-19,0,0,0.0,0.0,5
Israel,2020-02-19,0,0,0.0,0.0,5
Oman,2020-02-19,0,0,0.0,0.0,5
Mexico,2020-02-19,1,0,0.0,0.0,5
Estonia,2020-02-19,0,0,0.0,0.0,5
Georgia,2020-02-19,0,0,0.0,0.0,5
Indonesia,2020-02-19,0,0,0.0,0.0,5
Azerbaijan,2020-02-19,0,0,0.0,0.0,5
United_Arab_Emirates,2020-02-19,2,0,0.0,0.0,5
Armenia,2020-02-19,0,0,0.0,0.0,5
Switzerland,2020-02-19,0,0,0.0,0.0,5
United_Kingdom,2020-02-19,2,0,0.0,0.0,5
Canada,2020-02-19,1,0,0.0,0.0,5
Brazil,2020-02-19,0,0,0.0,0.0,5
Lebanon,2020-02-19,0,0,0.0,0.0,5
North_Macedonia,2020-02-19,0,0,0.0,0.0,5
Luxembourg,2020-02-19,0,0,0.0,0.0,5
Australia,2020-02-19,1,0,0.0,0.0,5
Romania,2020-02-19,0,0,0.0,0.0,5
Austria,2020-02-19,0,0,0.0,0.0,5
Dominican_Republic,2020-02-19,0,0,0.0,0.0,5
Nepal,2020-02-19,0,0,0.0,0.0,5
Egypt,2020-02-19,1,0,0.0,0.0,5
Bahrain,2020-02-19,0,0,0.0,0.0,5
Pakistan,2020-02-19,0,0,0.0,0.0,5
Vietnam,2020-02-19,2,0,0.0,0.0,5
Netherlands,2020-02-19,0,0,0.0,0.0,5
Japan,2020-02-20,34,4,2.2857142857142856,33.33333333333333,1
Cases_on_an_international_conveyance_Japan,2020-02-20,285,40,27.142857142857142,18.75,2
Singapore,2020-02-20,32,4,3.5714285714285716,4.166666666666674,3
China,2020-02-20,30412,4344,3890.1428571428573,4.046309032553874,4
Russia,2020-02-20,0,0,0.0,0.0,5
Sweden,2020-02-20,0,0,0.0,0.0,5
Philippines,2020-02-20,0,0,0.0,0.0,5
Iraq,2020-02-20,0,0,0.0,0.0,5
Germany,2020-02-20,2,0,0.0,0.0,5
Afghanistan,2020-02-20,0,0,0.0,0.0,5
Cambodia,2020-02-20,0,0,0.0,0.0,5
San_Marino,2020-02-20,0,0,0.0,0.0,5
France,2020-02-20,1,0,0.0,0.0,5
Greece,2020-02-20,0,0,0.0,0.0,5
Algeria,2020-02-20,0,0,0.0,0.0,5
Belgium,2020-02-20,0,0,0.0,0.0,5
Ecuador,2020-02-20,0,0,0.0,0.0,5
Qatar,2020-02-20,0,0,0.0,0.0,5
Finland,2020-02-20,0,0,0.0,0.0,5
India,2020-02-20,0,0,0.0,0.0,5
Belarus,2020-02-20,0,0,0.0,0.0,5
Kuwait,2020-02-20,0,0,0.0,0.0,5
New_Zealand,2020-02-20,0,0,0.0,0.0,5
Croatia,2020-02-20,0,0,0.0,0.0,5
Nigeria,2020-02-20,0,0,0.0,0.0,5
Italy,2020-02-20,0,0,0.0,0.0,5
Sri_Lanka,2020-02-20,0,0,0.0,0.0,5
Lithuania,2020-02-20,0,0,0.0,0.0,5
Norway,2020-02-20,0,0,0.0,0.0,5
Spain,2020-02-20,0,0,0.0,0.0,5
Czechia,2020-02-20,0,0,0.0,0.0,5
Denmark,2020-02-20,0,0,0.0,0.0,5
Iran,2020-02-20,0,0,0.0,0.0,5
Ireland,2020-02-20,0,0,0.0,0.0,5
Monaco,2020-02-20,0,0,0.0,0.0,5
United_States_of_America,2020-02-20,3,0,0.0,0.0,5
Iceland,2020-02-20,0,0,0.0,0.0,5
Israel,2020-02-20,0,0,0.0,0.0,5
Oman,2020-02-20,0,0,0.0,0.0,5
Mexico,2020-02-20,1,0,0.0,0.0,5
Estonia,2020-02-20,0,0,0.0,0.0,5
Georgia,2020-02-20,0,0,0.0,0.0,5
Indonesia,2020-02-20,0,0,0.0,0.0,5
Azerbaijan,2020-02-20,0,0,0.0,0.0,5
United_Arab_Emirates,2020-02-20,2,0,0.0,0.0,5
Armenia,2020-02-20,0,0,0.0,0.0,5
Switzerland,2020-02-20,0,0,0.0,0.0,5
United_Kingdom,2020-02-20,2,0,0.0,0.0,5
Canada,2020-02-20,1,0,0.0,0.0,5
Brazil,2020-02-20,0,0,0.0,0.0,5
Lebanon,2020-02-20,0,0,0.0,0.0,5
North_Macedonia,2020-02-20,0,0,0.0,0.0,5
Luxembourg,2020-02-20,0,0,0.0,0.0,5
Australia,2020-02-20,1,0,0.0,0.0,5
Romania,2020-02-20,0,0,0.0,0.0,5
Austria,2020-02-20,0,0,0.0,0.0,5
Dominican_Republic,2020-02-20,0,0,0.0,0.0,5
Nepal,2020-02-20,0,0,0.0,0.0,5
Egypt,2020-02-20,1,0,0.0,0.0,5
Bahrain,2020-02-20,0,0,0.0,0.0,5
Pakistan,2020-02-20,0,0,0.0,0.0,5
Vietnam,2020-02-20,2,0,0.0,0.0,5
Netherlands,2020-02-20,0,0,0.0,0.0,5
Japan,2020-02-21,34,4,2.857142857142857,25.0,1
Cases_on_an_international_conveyance_Japan,2020-02-21,285,40,31.428571428571427,15.789473684210531,2
Singapore,2020-02-21,32,4,3.7142857142857144,4.0000000000000036,3
China,2020-02-21,30412,4344,4041.4285714285716,3.888950093643273,4
Russia,2020-02-21,0,0,0.0,0.0,5
Sweden,2020-02-21,0,0,0.0,0.0,5
Philippines,2020-02-21,0,0,0.0,0.0,5
Iraq,2020-02-21,0,0,0.0,0.0,5
Germany,2020-02-21,2,0,0.0,0.0,5
Afghanistan,2020-02-21,0,0,0.0,0.0,5
Cambodia,2020-02-21,0,0,0.0,0.0,5
San_Marino,2020-02-21,0,0,0.0,0.0,5
France,2020-02-21,1,0,0.0,0.0,5
Greece,2020-02-21,0,0,0.0,0.0,5
Algeria,2020-02-21,0,0,0.0,0.0,5
Belgium,2020-02-21,0,0,0.0,0.0,5
Ecuador,2020-02-21,0,0,0.0,0.0,5
Qatar,2020-02-21,0,0,0.0,0.0,5
Finland,2020-02-21,0,0,0.0,0.0,5
India,2020-02-21,0,0,0.0,0.0,5
Belarus,2020-02-21,0,0,0.0,0.0,5
Kuwait,2020-02-21,0,0,0.0,0.0,5
New_Zealand,2020-02-21,0,0,0.0,0.0,5
Croatia,2020-02-21,0,0,0.0,0.0,5
Nigeria,2020-02-21,0,0,0.0,0.0,5
Italy,2020-02-21,0,0,0.0,0.0,5
Sri_Lanka,2020-02-21,0,0,0.0,0.0,5
Lithuania,2020-02-21,0,0,0.0,0.0,5
Norway,2020-02-21,0,0,0.0,0.0,5
Spain,2020-02-21,0,0,0.0,0.0,5
Czechia,2020-02-21,0,0,0.0,0.0,5
Denmark,2020-02-21,0,0,0.0,0.0,5
Iran,2020-02-21,0,0,0.0,0.0,5
Ireland,2020-02-21,0,0,0.0,0.0,5
Monaco,2020-02-21,0,0,0.0,0.0,5
United_States_of_America,2020-02-21,3,0,0.0,0.0,5
Iceland,2020-02-21,0,0,0.0,0.0,5
Israel,2020-02-21,0,0,0.0,0.0,5
Oman,2020-02-21,0,0,0.0,0.0,5
Mexico,2020-02-21,1,0,0.0,0.0,5
Estonia,2020-02-21,0,0,0.0,0.0,5
Georgia,2020-02-21,0,0,0.0,0.0,5
Indonesia,2020-02-21,0,0,0.0,0.0,5
Azerbaijan,2020-02-21,0,0,0.0,0.0,5
United_Arab_Emirates,2020-02-21,2,0,0.0,0.0,5
Armenia,2020-02-21,0,0,0.0,0.0,5
Switzerland,2020-02-21,0,0,0.0,0.0,5
United_Kingdom,2020-02-21,2,0,0.0,0.0,5
Canada,2020-02-21,1,0,0.0,0.0,5
Brazil,2020-02-21,0,0,0.0,0.0,5
Lebanon,2020-02-21,0,0,0.0,0.0,5
North_Macedonia,2020-02-21,0,0,0.0,0.0,5
Luxembourg,2020-02-21,0,0,0.0,0.0,5
Australia,2020-02-21,1,0,0.0,0.0,5
Romania,2020-02-21,0,0,0.0,0.0,5
Austria,2020-02-21,0,0,0.0,0.0,5
Dominican_Republic,2020-02-21,0,0,0.0,0.0,5
Nepal,2020-02-21,0,0,0.0,0.0,5
Egypt,2020-02-21,1,0,0.0,0.0,5
Bahrain,2020-02-21,0,0,0.0,0.0,5
Pakistan,2020-02-21,0,0,0.0,0.0,5
Vietnam,2020-02-21,2,0,0.0,0.0,5
Netherlands,2020-02-21,0,0,0.0,0.0,5
Japan,2020-02-22,34,4,3.4285714285714284,19.999999999999996,1
Cases_on_an_international_conveyance_Japan,2020-02-22,285,40,35.714285714285715,13.636363636363647,2
Singapore,2020-02-22,32,4,3.857142857142857,3.8461538461538547,3
China,2020-02-22,30412,4344,4192.714285714285,3.7433722163308536,4
Russia,2020-02-22,0,0,0.0,0.0,5
Sweden,2020-02-22,0,0,0.0,0.0,5
Philippines,2020-02-22,0,0,0.0,0.0,5
Iraq,2020-02-22,0,0,0.0,0.0,5
Germany,2020-02-22,2,0,0.0,0.0,5
Afghanistan,2020-02-22,0,0,0.0,0.0,5
Cambodia,2020-02-22,0,0,0.0,0.0,5
San_Marino,2020-02-22,0,0,0.0,0.0,5
France,2020-02-22,1,0,0.0,0.0,5
Greece,2020-02-22,0,0,0.0,0.0,5
Algeria,2020-02-22,0,0,0.0,0.0,5
Belgium,2020-02-22,0,0,0.0,0.0,5
Ecuador,2020-02-22,0,0,0.0,0.0,5
Qatar,2020-02-22,0,0,0.0,0.0,5
Finland,2020-02-22,0,0,0.0,0.0,5
India,2020-02-22,0,0,0.0,0.0,5
